,OPEID6L,INSTNM,CITY,STABBR,ZIP,MENONLY,WOMENONLY,ADM_RATE_ALL,SAT_AVG_ALL,HIGHDEG,HBCU,PBI,HSI,NANTI,CCUGPROF,CCSIZSET,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,COSTT4_A,AVGFACSAL,C150_4,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,FEMALE,MN_EARN_WNE_P10,MN_EARN_WNE_MALE0_P10,MN_EARN_WNE_MALE1_P10,GT_THRESHOLD_P10,CONTROL,Number of Unique Majors Offered (Bachelors,Co-Ed
5567,41732.0,Taylor Andrews Academy of Hair Design-Provo,Provo,UT,84604,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.7713,0.0319,0.1223,0.0053,,,,,,,,0.9501557632,,,,,,,True
5568,1535.0,University of Florida-Online,Gainesville,FL,32611,0.0,0.0,0.3199,1381.0,3,0.0,0.0,0.0,0.0,5.0,9.0,0.6032,0.0473,0.2316,0.0348,17148.0,5395.0,0.75,0.6667,,1.0,1.0,0.5937902879,65700,60300,72400,0.8467,Public,5.0,True
5569,22306.0,Ogle School Hair Skin Nails-Stafford,Stafford,TX,77477,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1,0.6146,0.1875,0.0104,,,,,,,,0.9647177419,25100,PrivacySuppressed,PrivacySuppressed,0.4148,,,True
5570,20988.0,University of Phoenix-Arizona,Phoenix,AZ,85040,0.0,0.0,,,4,0.0,0.0,0.0,0.0,11.0,15.0,0.2564,0.198,0.1092,0.0117,18562.0,7579.0,0.1152,0.1512,0.0889,0.1575,0.3067,0.6972811618,54900,47600,67400,0.6224,,,True
5571,20988.0,University of Phoenix-California,Ontario,CA,91761,0.0,0.0,,,4,0.0,0.0,0.0,0.0,11.0,12.0,0.1388,0.0923,0.2442,0.0339,18184.0,20903.0,0.2481,0.3,0.3,0.2424,0.0,0.6972811618,54900,47600,67400,0.6224,,,True
5572,20988.0,University of Phoenix-Florida,Miramar,FL,33027,0.0,0.0,,,4,0.0,0.0,0.0,0.0,11.0,6.0,0.2105,0.2105,0.2895,0.0,,,0.1667,1.0,0.0,0.0,,0.6972811618,54900,47600,67400,0.6224,,,True
5573,20988.0,University of Phoenix-Georgia,Atlanta,GA,30328,0.0,0.0,,,4,0.0,0.0,0.0,0.0,11.0,6.0,0.0741,0.5556,0.1111,0.0,,,0.1538,0.0,0.2308,,,0.6972811618,54900,47600,67400,0.6224,,,True
5574,20988.0,University of Phoenix-Nevada,Las Vegas,NV,89135,0.0,0.0,,,4,0.0,0.0,0.0,0.0,11.0,6.0,0.1732,0.1969,0.126,0.0315,,,0.087,0.0,0.0,0.1667,1.0,0.6972811618,54900,47600,67400,0.6224,,,True
5575,20988.0,University of Phoenix-Texas,Houston,TX,77079,0.0,0.0,,,4,0.0,0.0,0.0,0.0,11.0,9.0,0.1096,0.3026,0.1096,0.0132,16367.0,,0.125,0.0,0.1429,0.2,,0.6972811618,54900,47600,67400,0.6224,,,True
5576,12932.0,Tint School of Makeup & Cosmetology-Seattle,Seattle,WA,98121,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.5833,0.1667,0.1111,0.0694,,,,,,,,0.9546666667,22800,PrivacySuppressed,PrivacySuppressed,,,,True
5577,21891.0,CEM College-Mayaguez,Mayaguez,PR,00680-0000,0.0,0.0,,,3,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,13883.0,2700.0,0.5167,,,0.5167,,0.6796285548,22300,19200,30700,0.2416,,,True
5578,20523.0,University of West Los Angeles,Inglewood,CA,90301,0.0,0.0,,,4,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3333,0.3333,0.0,0.0,,5407.0,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
5579,42301.0,Rabbinical College Ohr Yisroel,Brooklyn,NY,11236,0.0,0.0,,,3,0.0,0.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0,14850.0,3575.0,0.4118,0.4118,,,,PrivacySuppressed,,,,,,,True
5580,41945.0,Aveda Institute-Phoenix,Tempe,AZ,85284,0.0,0.0,0.4397,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.4409,0.0787,0.1732,0.0315,,,,,,,,0.9461358314,,,,,,,True
5581,42421.0,University of North Texas at Dallas,Dallas,TX,75241,0.0,0.0,0.9299,956.0,4,0.0,0.0,1.0,0.0,7.0,9.0,0.0935,0.2741,0.5696,0.0194,18930.0,8371.0,0.3652,0.2,0.3125,0.3956,0.0,0.7336792045,49300,44200,55600,,,,True
5582,42387.0,Dermal Science International Aesthetics and Nail Academy,Reston,VA,20190,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.4464,0.2143,0.25,0.0714,,,,,,,,PrivacySuppressed,,,,,,,True
5583,40386.0,BridgeValley Community & Technical College,South  Charleston,WV,25136,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,2.0,0.8795,0.0422,0.0157,0.0054,12130.0,6043.0,,,,,,0.6251798561,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5685,,,True
5584,21010.0,Northwest College-Medford,Medford,OR,97504-9998,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.6812,0.0145,0.1884,0.0,,,,,,,,0.8960526316,25600,PrivacySuppressed,PrivacySuppressed,0.3827,,,True
5585,25275.0,Houston Training Schools-Gessner,Houston,TX,77063-0000,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.035,0.2867,0.4685,0.2098,,,,,,,,0.9643347051,21400,PrivacySuppressed,PrivacySuppressed,0.2544,,,True
5586,8178.0,Empire Beauty School-Buffalo,Cheektowaga,NY,14225-5177,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.2133,0.64,0.0533,0.0267,,,,,,,,0.9402444545,19900,PrivacySuppressed,PrivacySuppressed,0.323,,,True
5587,41491.0,Paul Mitchell the School-Toledo,Sylvania,OH,43560-2539,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.4658,0.4596,0.0311,0.0,,,,,,,,0.9430051813,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
5588,1571.0,Georgia Military College,Milledgeville,GA,31061,0.0,0.0,,,3,0.0,1.0,0.0,0.0,7.0,12.0,0.4229,0.4193,0.0833,0.0239,14286.0,4072.0,0.2942,0.3756,0.2128,0.2626,0.3103,0.6150068213,35900,32700,41200,0.5639,Public,43.0,True
5589,38303.0,SAE Institute of Technology-Chicago,Chicago,IL,60610-3132,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,1.0,0.153,0.5246,0.2787,0.0164,,4667.0,,,,,,0.1458333333,35100,PrivacySuppressed,PrivacySuppressed,0.5813,,,True
5590,21544.0,Beau Monde Academy of Barbering and Cosmetology,Portland,OR,97232-1315,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.6136,0.1667,0.1212,0.0455,,,,,,,,0.8113207547,23500,PrivacySuppressed,PrivacySuppressed,0.4554,,,True
5591,42368.0,Fountain of Youth Academy of Cosmetology,Bellevue,PA,15202,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3333,0.6207,0.023,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5592,21108.0,California College San Diego,San Diego,CA,92111,0.0,0.0,,,3,0.0,0.0,1.0,0.0,10.0,6.0,0.1617,0.1745,0.4255,0.1149,30080.0,5483.0,0.3837,0.3704,0.3407,0.3552,0.7143,0.5461409396,43100,40200,47100,0.623,,,True
5593,36983.0,West Coast University-Miami,Doral,FL,33178-2431,0.0,0.0,,,3,0.0,0.0,0.0,0.0,7.0,6.0,0.0938,0.1524,0.696,0.0201,34417.0,7436.0,0.0,0.0,,,,0.7977900552,67700,PrivacySuppressed,PrivacySuppressed,0.8878,,,True
5594,41742.0,All Beauty College,Kingman,AZ,86401-2561,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8214,0.0357,0.1071,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5595,41942.0,Aparicio-Levy Technical College,Tampa,FL,33610,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.4573,0.1307,0.3367,0.005,,,,,,,,0.6206896552,,,,,,,True
5596,42397.0,The Vocational Nursing Institute Inc,Houston,TX,77065,0.0,0.0,1.0,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.037,0.5556,0.2963,0.0741,,,,,,,,PrivacySuppressed,,,,,,,True
5597,41625.0,Hollywood Institute of Beauty Careers-West Palm Beach,West Palm Beach,FL,33405-4813,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.04,0.2545,0.4727,0.0109,,,,,,,,0.7444237918,,,,,,,True
5598,41625.0,Hollywood Institute of Beauty Careers-Casselberry,Casselberry,FL,32707-7103,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1108,0.3291,0.5,0.0032,,,,,,,,0.7444237918,,,,,,,True
5599,10542.0,Empire Beauty School-Cheltenham,Wyncote,PA,19095,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.019,0.9048,0.0286,0.0,,,,,,,,0.9477947795,,,,0.3562,,,True
5600,42174.0,High Tech High Graduate School of Education,San Diego,CA,92106,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,True
5601,41153.0,Coachella Valley Beauty College-Hemet,Hemet,CA,92545,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.2877,0.0548,0.5616,0.0548,,,,,,,,0.6347305389,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,True
5602,5511.0,Coastal Pines Technical College,Waycross,GA,31503,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,2.0,0.6303,0.2777,0.0503,0.0097,9422.0,4052.0,,,,,,0.7099630996,27300,23900,38300,0.4196,,,True
5603,42310.0,Studio Beauty School,Spokane Valley,WA,99206,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.7895,0.0,0.0789,0.0132,,,,,,,,PrivacySuppressed,,,,,,,True
5604,42420.0,Latin Beauty Academy,greenacres,FL,33415-6104,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0447,0.0615,0.838,0.0,,,,,,,,0.8446601942,,,,,,,True
5605,42425.0,Associated Barber College of San Diego,San Diego,CA,92101-4210,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1728,0.3457,0.4321,0.037,,,,,,,,0.1197183099,,,,,,,True
5606,42426.0,ABCO Technology,Inglewood,CA,90304-1551,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1216,0.1486,0.4189,0.1892,,,,,,,,0.2244897959,,,,,,,True
5607,42434.0,Lionel University,Carpinteria,CA,93013-2912,0.0,0.0,,,2,0.0,0.0,0.0,0.0,1.0,1.0,0.5151,0.2483,0.1647,0.0093,21900.0,3722.0,0.0,0.0,,,,0.377593361,,,,,,,True
5608,42439.0,University of Texas Health Science Center at Tyler,Tyler,TX,75708-3154,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,9184.0,,,,,,,,,,,,,True
5609,42440.0,California Intercontinental University,Irvine,CA,92614,0.0,0.0,,,4,0.0,0.0,0.0,0.0,5.0,6.0,0.2422,0.2795,0.354,0.0373,,4167.0,,,,,,0.610619469,,,,,,,True
5610,42454.0,Infinity College,Lafayette,LA,70501-8833,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1727,0.8094,0.0108,0.0072,,,,,,,,PrivacySuppressed,,,,,,,True
5611,42455.0,Universal Healthcare Careers College,Los Angeles,CA,90015-3811,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.774,0.0113,0.1977,0.0056,,,,,,,,0.9150326797,,,,,,,True
5612,42460.0,MKG Beauty & Business,Cranston,RI,02920-4358,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.5692,0.0769,0.1846,0.0462,,,,,,,,PrivacySuppressed,,,,,,,True
5613,42476.0,New Beginnings Beauty Academy,Pine Bluff,AR,71603-5257,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0526,0.9474,0.0,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5614,42498.0,Dolce The Academy,Waterbury,CT,06705,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1538,0.359,0.3846,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5615,42830.0,American College of the Building Arts,Charleston,SC,29403-4223,0.0,0.0,0.6471,1139.0,3,0.0,0.0,0.0,0.0,-2.0,-2.0,0.9462,0.0323,0.0,0.0108,37384.0,5811.0,0.6667,0.7273,,,0.0,,,,,,,,True
5616,42419.0,River Valley School of Massage,Russellville,AR,72802,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,1.0,0.0,0.0,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5617,42339.0,Atlantis University,Miami,FL,33132,0.0,0.0,,,4,0.0,0.0,0.0,0.0,10.0,6.0,0.0083,0.0909,0.6364,0.0248,24942.0,4333.0,0.9425,0.9583,0.9091,0.95,1.0,0.2413793103,,,,,,,True
5618,42255.0,Westchester School for Medical & Dental Assistants,Ardsley,NY,10502,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.117,0.266,0.5319,0.0106,,,,,,,,0.9255319149,,,,,,,True
5619,42369.0,K & G 5 Star Barber College,League City,TX,77573,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3571,0.4286,0.2143,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5620,42320.0,Studio Incamminati,Philadelphia,PA,19148-2384,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.95,0.025,0.0,0.0,34357.0,,,,,,,PrivacySuppressed,,,,,,,True
5621,42493.0,Salon Boutique Academy,Addison,TX,75001-4399,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.2634,0.2903,0.3925,0.043,,,,,,,,PrivacySuppressed,,,,,,,True
5622,,Antioch University Online,Yellow Springs,OH,45387,0.0,0.0,0.5714,,4,0.0,0.0,0.0,0.0,5.0,6.0,0.5176,0.0882,0.1294,0.0059,,6450.0,,,,,,,,,,,,,True
5623,42756.0,GA Beauty & Barber School,McAllen,TX,78501-3309,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0169,0.0,0.9607,0.0,,,,,,,,,,,,,,,True
5624,42480.0,The Recording Conservatory of Austin,Austin,TX,78730-3004,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.7317,0.1951,0.0732,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5625,42489.0,VH Barber & Styling Academy,Bossier City,LA,71111-4409,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1364,0.8636,0.0,0.0,,,,,,,,0.3928571429,,,,,,,True
5626,42272.0,Bet Medrash Gadol Ateret Torah,Brooklyn,NY,11223-1933,0.0,0.0,0.6923,,3,0.0,0.0,0.0,0.0,10.0,6.0,1.0,0.0,0.0,0.0,16648.0,4169.0,0.0,0.0,,,,PrivacySuppressed,,,,,,,True
5627,42074.0,Yeshiva Ohr Yisrael,Brooklyn,NY,11229,0.0,0.0,0.875,,3,0.0,0.0,0.0,0.0,11.0,8.0,0.9722,0.0,0.0,0.0,13700.0,7529.0,0.3333,0.3333,,,,PrivacySuppressed,,,,,,,True
5628,42315.0,Yeshiva Sholom Shachna,Brooklyn,NY,11230,0.0,0.0,1.0,,3,0.0,0.0,0.0,0.0,10.0,8.0,1.0,0.0,0.0,0.0,20232.0,5572.0,0.0345,0.0345,,,,PrivacySuppressed,,,,,,,True
5629,,Bethlehem College & Seminary,Minneapolis,MN,55415-1793,0.0,0.0,0.5714,,4,0.0,0.0,0.0,0.0,13.0,6.0,0.7563,0.0504,0.0252,0.084,,5340.0,0.8333,0.8235,,,1.0,,,,,,,,True
5630,41170.0,Elmezzi Graduate School of Molecular Medicine,Manhasset,NY,11030-3816,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,True
5631,41246.0,Professional Academy of Cosmetology,Norristown,PA,19401-0000,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.7273,0.0909,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5632,41588.0,Theatre of Arts,Hollywood,CA,90028-6111,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,1.0,0.1364,0.2273,0.2273,0.0455,36702.0,6111.0,,,,,,0.3114754098,,,,,,,True
5633,41925.0,Westchester College of Nursing & Allied Health,Los Angeles,CA,90045-3647,0.0,0.0,,,0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1,0.4,0.3,0.2,,,,,,,,PrivacySuppressed,,,,,,,True
5634,41940.0,Treasure Coast Technical College,Vero Beach,FL,32967-3527,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.4133,0.4133,0.1733,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5635,42048.0,American College of Barbering,Louisville,KY,40229-2862,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.4744,0.4231,0.0641,0.0256,,,,,,,,0.1818181818,,,,,,,True
5636,42104.0,Beth Medrash Meor Yitzchok,Monsey,NY,10952-4023,0.0,0.0,0.7375,,3,0.0,0.0,0.0,0.0,12.0,6.0,0.9626,0.0,0.0,0.0,20950.0,3759.0,0.0167,0.0167,,,,PrivacySuppressed,,,,,,,True
5637,42124.0,Mingo Extended Learning Center,Delbarton,WV,25670,0.0,0.0,0.5556,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,1.0,0.0,0.0,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5638,42169.0,San Ignacio University,Doral,FL,33178-2350,0.0,0.0,,,4,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.5303,0.0,15520.0,,0.625,,,0.625,,0.4333333333,,,,,,,True
5639,42217.0,ZMS The Academy,Los Angeles,CA,90033-4231,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0952,0.1095,0.719,0.0333,,,,,,,,0.5648854962,,,,,,,True
5640,42243.0,Valor Christian College,Canal Winchester,OH,43110,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,1.0,0.3564,0.3633,0.1903,0.0381,18967.0,3900.0,,,,,,0.5627906977,,,,,,,True
5641,42278.0,Bethany Global University,Bloomington,MN,55438-2849,0.0,0.0,0.8659,,4,0.0,0.0,0.0,0.0,11.0,8.0,0.7157,0.0447,0.0,0.0128,27284.0,4941.0,0.5556,0.5455,0.5,0.0,,0.688172043,,,,,,,True
5642,42314.0,Bella Academy of Cosmetology,Manitowoc,WI,54220,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,1.0,0.0,0.0,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5643,42323.0,HVAC Technical Institute,Chicago,IL,60632-4457,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0994,0.1677,0.646,0.0248,,,,,,,,PrivacySuppressed,,,,,,,True
5644,42332.0,United International College,Miramar,FL,33025-3943,0.0,0.0,,,3,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0357,0.0,22447.0,2733.0,1.0,,,1.0,,PrivacySuppressed,,,,,,,True
5645,42340.0,San Francisco Film School,San Francisco,CA,94104-2835,0.0,0.0,,,2,0.0,0.0,0.0,0.0,-2.0,-2.0,0.6154,0.2821,0.0513,0.0513,,4333.0,,,,,,PrivacySuppressed,,,,,,,True
5646,42342.0,Center for Ultrasound Research & Education,White Plains,NY,10604,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.5,0.2444,0.2556,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5647,42343.0,Culinary Tech Center,White Plains,NY,10601,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1628,0.4186,0.2791,0.0,,,,,,,,0.4680851064,,,,,,,True
5648,42348.0,Randolph Technical Center,Elkins,WV,26241-9527,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.8333,0.0,0.0,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5649,42349.0,AMG School of Nursing,Brooklyn,NY,11201-1728,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0388,0.7791,0.124,0.0388,,,,,,,,0.8661710037,,,,,,,True
5650,42354.0,Saint Michael College of Allied Health,Washington,DC,20002,0.0,0.0,,,2,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,23675.0,6700.0,,,,,,0.8671328671,,,,,,,True
5651,42355.0,Presidio Graduate School,San Francisco,CA,94105,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,13333.0,,,,,,,,,,,,,True
5652,42364.0,Sandra Academy of Salon Services,New Tazewell,TN,37825-7239,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,1.0,0.0,0.0,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5653,42374.0,Wright Graduate University for the Realization of Human Potential,Elkhorn,WI,53121-2556,0.0,0.0,,,4,0.0,0.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,True
5654,42376.0,California Jazz Conservatory,Berkeley,CA,94704-1268,0.0,0.0,1.0,,3,0.0,0.0,0.0,0.0,5.0,6.0,0.5429,0.2,0.1429,0.0286,,6160.0,0.0,0.0,0.0,,,PrivacySuppressed,,,,,,,True
5655,42378.0,California Barber and Beauty College,San Diego,CA,92115-4730,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.3778,0.0222,0.2222,0.2889,,,,,,,,PrivacySuppressed,,,,,,,True
5656,42382.0,Laredo CHI Academy Beauty School,Laredo,TX,78041-6540,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,1.0,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5657,42384.0,Florida International Training Institute,Miami,FL,33122-1707,0.0,0.0,0.9355,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,1.0,0.0,,,,,,,,0.3868613139,,,,,,,True
5658,42386.0,Gould's Academy,Memphis,TN,38119-5317,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.2484,0.707,0.0191,0.0064,,,,,,,,PrivacySuppressed,,,,,,,True
5659,42402.0,Aviation Institute of Maintenance-Fremont,Fremont,CA,94539,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1679,0.1464,0.2286,0.15,28153.0,,,,,,,0.0565217391,,,,,,,True
5660,42405.0,Paul Mitchell the School-Tulsa,Tulsa,OK,74134-1410,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.7462,0.1168,0.0964,0.0102,,,,,,,,0.9465648855,,,,,,,True
5661,42409.0,PPG Technical College,Caguas,PR,00726-3164,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,1.0,0.0,10840.0,,,,,,,0.6872427984,,,,,,,True
5662,42415.0,Wave Leadership College,Virginia Beach,VA,23454-2140,0.0,0.0,,,2,0.0,0.0,0.0,0.0,2.0,1.0,0.5366,0.2439,0.1463,0.0,12994.0,,,,,,,0.6666666667,,,,,,,True
5663,42418.0,Academy of Professional Cosmetology,Rogers,AR,72756-2028,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.7043,0.0261,0.1391,0.0435,,,,,,,,PrivacySuppressed,,,,,,,True
5664,20794.0,Empire Beauty School-Northlake,Atlanta,GA,30345-3762,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0082,0.918,0.041,0.0082,,,,,,,,0.9498607242,,,,0.3888,,,True
5665,20997.0,Ross Medical Education Center-Huntsville,Huntsville,AL,35806,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.313,0.542,0.0534,0.0153,,,,,,,,0.9411524315,,,,0.3349,,,True
5666,25336.0,Ross Medical Education Center-Knoxville,Knoxville,TN,37922,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.6117,0.2039,0.0583,0.0097,,,,,,,,0.946379215,,,,0.417,,,True
5667,21789.0,Jolie Health & Beauty Academy-Cherry Hill,Cherry Hill,NJ,08003,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1316,0.4211,0.2763,0.0132,,,,,,,,0.6794871795,,,,,,,True
5668,23397.0,Ross Medical Education Center-Muncie,Muncie,IN,47303,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.7179,0.1709,0.0342,0.0,,,,,,,,0.9421031902,,,,0.3909,,,True
5669,22796.0,Cortiva Institute-Arlington,Arlington,TX,76017-5818,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.1538,0.5673,0.2212,0.0096,,,,,,,,0.6998722861,,,,0.383,,,True
5670,9618.0,Tulsa Welding School-Houston,Houston,TX,77060-2100,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.2334,0.3145,0.3225,0.0018,,,,,,,,0.064823128,,,,0.6366,,,True
5671,22171.0,Pima Medical Institute-El Paso,El Paso,TX,79915-1525,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,1.0,0.1863,0.0278,0.7409,0.0021,,4862.0,,,,,,0.8313038083,,,,0.5394,,,True
5672,41771.0,Pima Medical Institute-Phoenix,Phoenix,AZ,85029-4929,0.0,0.0,,,2,0.0,0.0,0.0,0.0,4.0,2.0,0.4076,0.0567,0.4089,0.0148,,3784.0,,,,,,0.9056956116,,,,,,,True
5673,1577.0,Kennesaw State University,Kennesaw,GA,30144,0.0,0.0,0.8311,1117.0,4,0.0,0.0,0.0,0.0,9.0,15.0,0.4983,0.2374,0.1276,0.0518,25059.0,8162.0,0.4686,0.4733,0.4742,0.4339,0.4766,0.4741253897,,,,0.7793,"Private, nonprofit",34.0,True
5674,41326.0,Davines Professional Academy of Beauty and Business,Lincoln,NE,68516-2306,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.7368,0.1053,0.1316,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5675,41742.0,All Beauty College,Lake Havasu City,AZ,86403-2974,0.0,0.0,,,1,0.0,0.0,0.0,0.0,-2.0,-2.0,0.875,0.0,0.125,0.0,,,,,,,,PrivacySuppressed,,,,,,,True
5676,21794.0,Eastern Suffolk BOCES,Riverhead,NY,11901-2763,0.0,0.0,0.9906,,0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.7273,0.0909,0.1818,0.0,,,,,,,,0.8537313433,,,,0.8857,,,True
5677,21794.0,Eastern Suffolk BOCES,Oakdale,NY,11769-1650,0.0,0.0,0.9906,,0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.6364,0.0455,0.2273,0.0,,,,,,,,0.8537313433,,,,0.8857,,,True
